date,campaign,channel,keyword,device,geography,audience_segment,impressions,clicks,cost,landing_page_visits,application_starts,conversions,revenue,customer_quality_score,ctr,cpc,conversion_rate,cpa,roas,visit_rate,application_start_rate,final_conversion_rate
2026-01-19,Travel Rewards Campaign,Google Search,credit card for business,Desktop,Bangalore,Small Business Owners,859,48,1537.63,31,9,1,17026.64,84.0,0.05587892898719441,32.03395833333334,0.020833333333333332,1537.63,11.073301119254957,0.6458333333333334,0.2903225806451613,0.1111111111111111
2026-01-17,Travel Rewards Campaign,Affiliate,no annual fee credit card,Mobile,Bangalore,High Income Urban,1003,10,133.66,8,1,0,0.0,53.9,0.009970089730807577,13.366,0.0,,0.0,0.8,0.125,0.0
2026-03-04,SME Acquisition Campaign,YouTube,travel rewards card,Desktop,Delhi,Students,1154,43,799.92,30,9,1,3273.71,52.1,0.03726169844020797,18.60279069767442,0.023255813953488372,799.92,4.0925467546754675,0.6976744186046512,0.3,0.1111111111111111
2026-01-19,Travel Rewards Campaign,Google Search,travel rewards card,Mobile,Kolkata,Frequent Travelers,2539,138,4291.21,87,20,3,44855.74,94.9,0.054352107128790864,31.09572463768116,0.021739130434782608,1430.4033333333334,10.452935186113008,0.6304347826086957,0.22988505747126436,0.15
2026-02-27,Cashback Search Campaign,Google Search,travel rewards card,Mobile,Gurgaon,Premium Customers,4195,271,8594.26,190,70,9,167319.05,81.5,0.06460071513706794,31.713136531365315,0.033210332103321034,954.9177777777778,19.46869771219395,0.7011070110701108,0.3684210526315789,0.12857142857142856
2026-02-24,Premium Card Campaign,Google Search,airport lounge credit card,Mobile,Hyderabad,Premium Customers,1759,88,2441.19,65,22,3,71057.21,100.0,0.050028425241614556,27.740795454545456,0.03409090909090909,813.73,29.107611451791957,0.7386363636363636,0.3384615384615385,0.13636363636363635
2026-03-31,Premium Card Campaign,Affiliate,fuel cashback card,Mobile,Pune,Students,2140,38,836.04,35,16,1,2754.88,54.9,0.017757009345794394,22.001052631578947,0.02631578947368421,836.04,3.295153341945362,0.9210526315789473,0.45714285714285713,0.0625
2026-03-31,Business Card Paid Search,Google Search,no annual fee credit card,Mobile,Bangalore,Students,2854,75,1331.55,41,9,1,3340.38,44.2,0.026278906797477224,17.753999999999998,0.013333333333333334,1331.55,2.5086403064098235,0.5466666666666666,0.21951219512195122,0.1111111111111111
2026-03-03,Travel Rewards Campaign,Display,business credit card,Mobile,Kolkata,Young Professionals,1166,46,681.29,28,12,0,0.0,68.3,0.03945111492281304,14.810652173913043,0.0,,0.0,0.6086956521739131,0.42857142857142855,0.0
2026-01-23,Travel Rewards Campaign,Bing Search,no annual fee credit card,Desktop,Hyderabad,Frequent Travelers,2691,205,4594.25,169,44,4,56712.28,94.0,0.07617985878855445,22.410975609756097,0.01951219512195122,1148.5625,12.34418675518311,0.824390243902439,0.2603550295857988,0.09090909090909091
2026-01-09,Cashback Search Campaign,Affiliate,no annual fee credit card,Desktop,Gurgaon,Frequent Travelers,5645,128,512.0,76,27,3,49083.94,79.4,0.02267493356953056,4.0,0.0234375,170.66666666666666,95.8670703125,0.59375,0.35526315789473684,0.1111111111111111
2026-01-12,Credit Card Acquisition,Google Search,best credit card,Mobile,Kolkata,Students,1021,45,1106.89,32,7,0,0.0,48.9,0.04407443682664055,24.59755555555556,0.0,,0.0,0.7111111111111111,0.21875,0.0
2026-01-01,Credit Card Acquisition,YouTube,fuel cashback card,Mobile,Mumbai,High Income Urban,2582,42,523.0,28,9,1,20296.51,66.6,0.016266460108443067,12.452380952380953,0.023809523809523808,523.0,38.807858508604205,0.6666666666666666,0.32142857142857145,0.1111111111111111
2026-02-27,Premium Card Campaign,Bing Search,low annual fee card,Mobile,Gurgaon,Small Business Owners,2150,58,1361.21,38,5,0,0.0,80.8,0.026976744186046512,23.469137931034485,0.0,,0.0,0.6551724137931034,0.13157894736842105,0.0
2026-01-01,Premium Card Campaign,Display,fuel cashback card,Tablet,Hyderabad,Frequent Travelers,986,28,302.0,19,5,0,0.0,85.0,0.028397565922920892,10.785714285714286,0.0,,0.0,0.6785714285714286,0.2631578947368421,0.0
2026-02-03,SME Acquisition Campaign,Google Search,low annual fee card,Mobile,Hyderabad,Premium Customers,3477,140,3222.81,97,33,5,126712.43,86.2,0.04026459591601956,23.020071428571427,0.03571428571428571,644.562,39.31737520983241,0.6928571428571428,0.3402061855670103,0.15151515151515152
2026-02-17,Cashback Search Campaign,Google Search,business credit card,Mobile,Delhi,High Income Urban,1352,38,1211.78,30,14,2,29124.42,67.0,0.028106508875739646,31.888947368421054,0.05263157894736842,605.89,24.034412187030647,0.7894736842105263,0.4666666666666667,0.14285714285714285
2026-03-30,Business Card Paid Search,Google Search,best credit card,Mobile,Kolkata,Students,906,50,1140.0,41,6,0,0.0,56.5,0.05518763796909492,22.8,0.0,,0.0,0.82,0.14634146341463414,0.0
2026-01-01,Business Card Paid Search,Display,airport lounge credit card,Mobile,Kolkata,Frequent Travelers,1417,54,357.46,40,13,1,15666.1,82.8,0.038108680310515175,6.619629629629629,0.018518518518518517,357.46,43.82616236781738,0.7407407407407407,0.325,0.07692307692307693
2026-01-16,Cashback Search Campaign,Google Search,travel rewards card,Mobile,Kolkata,Young Professionals,2731,144,4419.08,100,29,3,28454.88,57.2,0.05272793848407177,30.688055555555554,0.020833333333333332,1473.0266666666666,6.439095920417825,0.6944444444444444,0.29,0.10344827586206896
2026-03-02,Business Card Paid Search,YouTube,best credit card,Desktop,Hyderabad,Students,1400,29,563.06,21,3,0,0.0,62.5,0.020714285714285713,19.415862068965517,0.0,,0.0,0.7241379310344828,0.14285714285714285,0.0
2026-03-05,Credit Card Acquisition,Google Search,airport lounge credit card,Desktop,Kolkata,Premium Customers,370,21,482.23,16,4,0,0.0,100.0,0.05675675675675676,22.963333333333335,0.0,,0.0,0.7619047619047619,0.25,0.0
2026-03-04,Business Card Paid Search,Meta,best credit card,Mobile,Kolkata,Young Professionals,5499,145,1819.49,116,35,3,34736.53,72.1,0.026368430623749772,12.548206896551724,0.020689655172413793,606.4966666666667,19.09135526988332,0.8,0.3017241379310345,0.08571428571428572
2026-03-10,Business Card Paid Search,Affiliate,airport lounge credit card,Mobile,Bangalore,Students,3693,140,2553.62,104,39,4,24668.8,33.1,0.037909558624424584,18.240142857142857,0.02857142857142857,638.405,9.660325342063423,0.7428571428571429,0.375,0.10256410256410256
2026-01-22,Cashback Search Campaign,YouTube,best credit card,Mobile,Pune,Students,2302,75,676.32,63,21,1,5526.9,49.1,0.03258036490008688,9.0176,0.013333333333333334,676.32,8.172019162526613,0.84,0.3333333333333333,0.047619047619047616
2026-03-08,Cashback Search Campaign,Google Search,fuel cashback card,Desktop,Delhi,Frequent Travelers,1516,84,2146.93,56,13,1,21095.4,83.9,0.055408970976253295,25.558690476190474,0.011904761904761904,2146.93,9.82584434518126,0.6666666666666666,0.23214285714285715,0.07692307692307693
2026-03-17,Business Card Paid Search,Google Search,fuel cashback card,Mobile,Hyderabad,Young Professionals,1602,96,1908.42,77,14,1,7813.84,46.2,0.0599250936329588,19.879375,0.010416666666666666,1908.42,4.094402699615388,0.8020833333333334,0.18181818181818182,0.07142857142857142
2026-01-26,Travel Rewards Campaign,Google Search,fuel cashback card,Desktop,Kolkata,Students,1035,35,922.12,27,10,0,0.0,56.9,0.033816425120772944,26.346285714285713,0.0,,0.0,0.7714285714285715,0.37037037037037035,0.0
2026-01-16,Cashback Search Campaign,Google Search,travel rewards card,Mobile,Gurgaon,High Income Urban,2141,99,3286.03,66,21,1,16935.53,74.1,0.04624007473143391,33.19222222222223,0.010101010101010102,3286.03,5.153796526507669,0.6666666666666666,0.3181818181818182,0.047619047619047616
2026-02-20,SME Acquisition Campaign,Display,cashback credit card,Mobile,Hyderabad,Premium Customers,6774,173,1790.7,127,59,8,196886.13,99.2,0.025538824918807206,10.350867052023121,0.046242774566473986,223.8375,109.94925448148769,0.7341040462427746,0.4645669291338583,0.13559322033898305
2026-03-27,SME Acquisition Campaign,YouTube,premium credit card,Mobile,Gurgaon,Young Professionals,1877,49,927.87,36,11,1,7094.02,58.9,0.02610548748002131,18.936122448979592,0.02040816326530612,927.87,7.6454891310205095,0.7346938775510204,0.3055555555555556,0.09090909090909091
2026-02-26,Credit Card Acquisition,Affiliate,low annual fee card,Mobile,Gurgaon,High Income Urban,3138,49,779.65,34,14,1,21037.81,76.8,0.01561504142766093,15.911224489795918,0.02040816326530612,779.65,26.983659334316684,0.6938775510204082,0.4117647058823529,0.07142857142857142
2026-01-29,Business Card Paid Search,Bing Search,fuel cashback card,Mobile,Hyderabad,Frequent Travelers,1240,55,801.8,38,14,1,20176.35,83.3,0.04435483870967742,14.578181818181818,0.01818181818181818,801.8,25.163818907458218,0.6909090909090909,0.3684210526315789,0.07142857142857142
2026-03-19,Travel Rewards Campaign,Display,cashback credit card,Mobile,Gurgaon,Small Business Owners,2283,70,716.26,41,16,1,20649.95,83.9,0.030661410424879545,10.232285714285714,0.014285714285714285,716.26,28.830243207773716,0.5857142857142857,0.3902439024390244,0.0625
2026-03-10,Credit Card Acquisition,Bing Search,low annual fee card,Mobile,Pune,Students,1357,71,1738.2,47,17,1,2483.92,49.9,0.05232129697862933,24.48169014084507,0.014084507042253521,1738.2,1.4290185249108274,0.6619718309859155,0.3617021276595745,0.058823529411764705
2026-02-16,Business Card Paid Search,YouTube,best credit card,Mobile,Mumbai,Small Business Owners,2070,41,441.47,28,10,1,20449.43,80.6,0.019806763285024155,10.767560975609756,0.024390243902439025,441.47,46.32122228010963,0.6829268292682927,0.35714285714285715,0.1
2026-03-03,Cashback Search Campaign,Google Search,business credit card,Mobile,Delhi,Students,4330,245,7482.17,165,25,3,6000.0,33.2,0.05658198614318707,30.5394693877551,0.012244897959183673,2494.056666666667,0.8019063988121093,0.673469387755102,0.15151515151515152,0.12
2026-03-10,SME Acquisition Campaign,Bing Search,airport lounge credit card,Mobile,Hyderabad,High Income Urban,2472,134,1853.94,87,27,3,40258.41,51.6,0.054207119741100325,13.835373134328359,0.022388059701492536,617.98,21.71505550341435,0.6492537313432836,0.3103448275862069,0.1111111111111111
2026-03-17,Premium Card Campaign,Bing Search,cashback credit card,Mobile,Chennai,Frequent Travelers,4231,169,3140.37,136,39,6,97600.03,71.8,0.03994327582131884,18.582071005917157,0.03550295857988166,523.395,31.079149909087146,0.8047337278106509,0.2867647058823529,0.15384615384615385
2026-01-16,Travel Rewards Campaign,Display,no annual fee credit card,Desktop,Mumbai,Frequent Travelers,4323,72,1059.68,51,22,3,44630.97,85.9,0.016655100624566273,14.717777777777778,0.041666666666666664,353.2266666666667,42.1174033670542,0.7083333333333334,0.43137254901960786,0.13636363636363635
2026-03-31,Premium Card Campaign,Affiliate,credit card for business,Mobile,Kolkata,Frequent Travelers,1664,40,679.84,35,9,1,19958.26,67.6,0.02403846153846154,16.996000000000002,0.025,679.84,29.357289950576604,0.875,0.2571428571428571,0.1111111111111111
2026-03-31,SME Acquisition Campaign,Google Search,cashback credit card,Mobile,Gurgaon,Frequent Travelers,4940,230,3861.74,169,53,7,113815.72,88.6,0.0465587044534413,16.79017391304348,0.030434782608695653,551.6771428571428,29.47265222412695,0.7347826086956522,0.3136094674556213,0.1320754716981132
2026-02-17,Premium Card Campaign,Google Search,fuel cashback card,Mobile,Gurgaon,Young Professionals,2580,81,2125.96,65,26,1,6596.95,75.9,0.031395348837209305,26.24641975308642,0.012345679012345678,2125.96,3.1030452125157573,0.8024691358024691,0.4,0.038461538461538464
2026-03-26,Cashback Search Campaign,Bing Search,fuel cashback card,Mobile,Delhi,Young Professionals,2465,54,1299.39,37,13,1,10882.83,66.7,0.021906693711967545,24.06277777777778,0.018518518518518517,1299.39,8.37533765843973,0.6851851851851852,0.35135135135135137,0.07692307692307693
2026-02-08,Business Card Paid Search,YouTube,cashback credit card,Mobile,Mumbai,Students,1339,29,221.73,19,6,0,0.0,43.3,0.021657953696788648,7.645862068965517,0.0,,0.0,0.6551724137931034,0.3157894736842105,0.0
2026-02-02,Cashback Search Campaign,Google Search,airport lounge credit card,Desktop,Mumbai,Young Professionals,3789,263,5931.71,194,83,8,36935.65,72.2,0.06941145420955397,22.55403041825095,0.030418250950570342,741.46375,6.226813178661803,0.7376425855513308,0.42783505154639173,0.0963855421686747
2026-01-23,Premium Card Campaign,Meta,low annual fee card,Mobile,Hyderabad,Students,2700,10,77.76,8,2,0,0.0,56.6,0.003703703703703704,7.776000000000001,0.0,,0.0,0.8,0.25,0.0
2026-01-10,Cashback Search Campaign,Affiliate,best credit card,Mobile,Kolkata,Young Professionals,1288,24,273.36,17,5,0,0.0,59.7,0.018633540372670808,11.39,0.0,,0.0,0.7083333333333334,0.29411764705882354,0.0
2026-03-10,SME Acquisition Campaign,Affiliate,credit card for business,Desktop,Gurgaon,Young Professionals,2872,125,2587.99,94,22,3,34389.42,62.8,0.04352367688022284,20.703919999999997,0.024,862.6633333333333,13.288080711285593,0.752,0.23404255319148937,0.13636363636363635
2026-02-03,Travel Rewards Campaign,Google Search,best credit card,Desktop,Chennai,Young Professionals,903,22,412.85,16,6,0,0.0,53.9,0.024363233665559248,18.76590909090909,0.0,,0.0,0.7272727272727273,0.375,0.0
2026-02-21,Cashback Search Campaign,Meta,travel rewards card,Tablet,Bangalore,Premium Customers,870,30,689.08,21,5,0,0.0,90.9,0.034482758620689655,22.969333333333335,0.0,,0.0,0.7,0.23809523809523808,0.0
2026-01-10,SME Acquisition Campaign,Display,airport lounge credit card,Desktop,Kolkata,Frequent Travelers,2020,51,795.06,36,11,1,17060.62,57.3,0.02524752475247525,15.589411764705881,0.0196078431372549,795.06,21.45827987824818,0.7058823529411765,0.3055555555555556,0.09090909090909091
2026-01-19,Travel Rewards Campaign,Bing Search,fuel cashback card,Desktop,Chennai,Premium Customers,1575,51,1175.77,32,13,1,21748.11,85.1,0.03238095238095238,23.054313725490196,0.0196078431372549,1175.77,18.496908408957534,0.6274509803921569,0.40625,0.07692307692307693
2026-02-27,Business Card Paid Search,YouTube,travel rewards card,Mobile,Hyderabad,Young Professionals,1651,49,1061.14,35,11,1,9726.99,53.5,0.029678982434887948,21.655918367346942,0.02040816326530612,1061.14,9.166547298188739,0.7142857142857143,0.3142857142857143,0.09090909090909091
2026-01-01,Premium Card Campaign,Meta,best credit card,Mobile,Hyderabad,Young Professionals,4202,45,278.49,34,10,1,10503.15,61.1,0.010709186101856259,6.188666666666667,0.022222222222222223,278.49,37.71463966390176,0.7555555555555555,0.29411764705882354,0.1
2026-03-10,Business Card Paid Search,Bing Search,best credit card,Mobile,Hyderabad,Premium Customers,2264,63,1729.27,46,14,1,22367.28,80.0,0.02782685512367491,27.448730158730157,0.015873015873015872,1729.27,12.934521503293297,0.7301587301587301,0.30434782608695654,0.07142857142857142
2026-01-04,Credit Card Acquisition,Google Search,credit card for business,Desktop,Delhi,High Income Urban,1572,85,2518.95,62,19,1,15162.78,52.9,0.05407124681933842,29.63470588235294,0.011764705882352941,2518.95,6.019484308938249,0.7294117647058823,0.3064516129032258,0.05263157894736842
2026-01-16,SME Acquisition Campaign,Bing Search,premium credit card,Desktop,Delhi,Students,943,72,1890.65,56,14,1,4069.79,38.5,0.07635206786850478,26.259027777777778,0.013888888888888888,1890.65,2.152587734377066,0.7777777777777778,0.25,0.07142857142857142
2026-01-24,Travel Rewards Campaign,YouTube,best credit card,Mobile,Kolkata,Frequent Travelers,2573,76,956.33,55,26,2,29142.83,73.2,0.029537504858142247,12.58328947368421,0.02631578947368421,478.165,30.47361266508423,0.7236842105263158,0.4727272727272727,0.07692307692307693
2026-03-21,Cashback Search Campaign,Google Search,low annual fee card,Mobile,Hyderabad,Students,2932,146,3647.35,105,31,0,0.0,55.7,0.049795361527967257,24.98184931506849,0.0,,0.0,0.7191780821917808,0.29523809523809524,0.0
2026-01-02,Business Card Paid Search,Affiliate,low annual fee card,Desktop,Pune,High Income Urban,3056,100,1404.94,77,31,5,88127.32,65.6,0.032722513089005235,14.0494,0.05,280.988,62.72674989679275,0.77,0.4025974025974026,0.16129032258064516
2026-02-01,Travel Rewards Campaign,Display,cashback credit card,Desktop,Bangalore,Frequent Travelers,1734,31,237.5,22,5,0,0.0,69.5,0.01787773933102653,7.661290322580645,0.0,,0.0,0.7096774193548387,0.22727272727272727,0.0
2026-03-25,SME Acquisition Campaign,Display,credit card for business,Mobile,Mumbai,Small Business Owners,606,22,506.67,15,5,0,0.0,70.1,0.036303630363036306,23.030454545454546,0.0,,0.0,0.6818181818181818,0.3333333333333333,0.0
2026-01-24,Credit Card Acquisition,Google Search,credit card for business,Tablet,Mumbai,Frequent Travelers,4299,283,8421.33,214,75,6,74863.88,89.4,0.06582926261921378,29.757349823321555,0.02120141342756184,1403.555,8.88979294244496,0.7561837455830389,0.35046728971962615,0.08
2026-01-12,Business Card Paid Search,YouTube,fuel cashback card,Mobile,Gurgaon,Students,911,27,378.13,19,6,0,0.0,42.8,0.029637760702524697,14.004814814814814,0.0,,0.0,0.7037037037037037,0.3157894736842105,0.0
2026-02-19,Premium Card Campaign,Google Search,best credit card,Mobile,Mumbai,Frequent Travelers,1750,73,1371.95,50,17,1,18865.06,80.7,0.04171428571428572,18.793835616438358,0.0136986301369863,1371.95,13.750544844928752,0.684931506849315,0.34,0.058823529411764705
2026-02-04,Travel Rewards Campaign,Google Search,premium credit card,Mobile,Chennai,Small Business Owners,3092,176,6016.32,128,47,11,181945.37,66.6,0.056921086675291076,34.18363636363636,0.0625,546.9381818181818,30.241970174458807,0.7272727272727273,0.3671875,0.23404255319148937
2026-02-02,Premium Card Campaign,YouTube,no annual fee credit card,Mobile,Mumbai,Small Business Owners,2734,127,1616.82,93,29,3,51353.26,64.5,0.04645208485735187,12.730866141732283,0.023622047244094488,538.9399999999999,31.76189062480672,0.7322834645669292,0.3118279569892473,0.10344827586206896
2026-02-02,Travel Rewards Campaign,Bing Search,travel rewards card,Mobile,Bangalore,Young Professionals,1192,71,2467.63,44,14,1,12023.16,53.0,0.05956375838926174,34.75535211267606,0.014084507042253521,2467.63,4.872351203381382,0.6197183098591549,0.3181818181818182,0.07142857142857142
2026-03-02,Travel Rewards Campaign,YouTube,credit card for business,Desktop,Mumbai,Small Business Owners,6150,208,2882.99,155,59,8,147518.47,98.2,0.033821138211382114,13.860528846153844,0.038461538461538464,360.37375,51.16856804914343,0.7451923076923077,0.38064516129032255,0.13559322033898305
2026-02-20,SME Acquisition Campaign,Google Search,cashback credit card,Desktop,Chennai,Premium Customers,1723,72,1180.39,62,15,1,23581.98,77.1,0.04178757980266976,16.394305555555558,0.013888888888888888,1180.39,19.978125873651926,0.8611111111111112,0.24193548387096775,0.06666666666666667
2026-02-12,SME Acquisition Campaign,Bing Search,cashback credit card,Desktop,Bangalore,Students,2314,75,1577.99,48,11,1,2534.49,38.7,0.032411408815903195,21.03986666666667,0.013333333333333334,1577.99,1.6061508628064816,0.64,0.22916666666666666,0.09090909090909091
2026-01-12,SME Acquisition Campaign,Google Search,best credit card,Mobile,Delhi,Premium Customers,2403,152,4236.32,103,36,5,117211.4,88.1,0.06325426550145652,27.870526315789473,0.03289473684210526,847.2639999999999,27.66821203308532,0.6776315789473685,0.34951456310679613,0.1388888888888889
2026-03-08,Cashback Search Campaign,Affiliate,best credit card,Mobile,Bangalore,High Income Urban,2768,105,2084.38,98,17,1,13628.54,65.7,0.03793352601156069,19.851238095238095,0.009523809523809525,2084.38,6.538414300655351,0.9333333333333333,0.17346938775510204,0.058823529411764705
2026-03-06,Travel Rewards Campaign,YouTube,no annual fee credit card,Mobile,Delhi,Premium Customers,2813,64,540.56,41,8,1,22747.12,92.8,0.022751510842516885,8.44625,0.015625,540.56,42.08065709634453,0.640625,0.1951219512195122,0.125
2026-02-02,Business Card Paid Search,Display,business credit card,Mobile,Bangalore,Students,1485,82,1657.4,67,32,3,12018.66,36.7,0.055218855218855216,20.212195121951222,0.036585365853658534,552.4666666666667,7.251514420176179,0.8170731707317073,0.47761194029850745,0.09375
2026-02-09,Premium Card Campaign,Google Search,business credit card,Mobile,Hyderabad,High Income Urban,222,12,367.45,8,3,0,0.0,61.0,0.05405405405405406,30.620833333333334,0.0,,0.0,0.6666666666666666,0.375,0.0
2026-03-15,SME Acquisition Campaign,Google Search,best credit card,Mobile,Chennai,Premium Customers,2513,89,2213.66,64,18,3,66779.08,100.0,0.0354158376442499,24.87258426966292,0.033707865168539325,737.8866666666667,30.166818752653977,0.7191011235955056,0.28125,0.16666666666666666
2026-02-12,SME Acquisition Campaign,Affiliate,airport lounge credit card,Mobile,Pune,Premium Customers,802,34,528.35,24,10,1,20537.17,78.6,0.04239401496259352,15.539705882352942,0.029411764705882353,528.35,38.870388946720915,0.7058823529411765,0.4166666666666667,0.1
2026-02-13,Premium Card Campaign,Google Search,low annual fee card,Desktop,Kolkata,High Income Urban,2122,99,1736.7,74,31,5,98353.8,80.0,0.04665409990574929,17.542424242424243,0.050505050505050504,347.34000000000003,56.632579029193295,0.7474747474747475,0.4189189189189189,0.16129032258064516
2026-01-29,Premium Card Campaign,Bing Search,low annual fee card,Mobile,Delhi,Premium Customers,2897,140,3116.17,83,31,3,58089.12,78.6,0.04832585433206766,22.258357142857143,0.02142857142857143,1038.7233333333334,18.64119094914591,0.5928571428571429,0.37349397590361444,0.0967741935483871
2026-01-13,Travel Rewards Campaign,Display,no annual fee credit card,Tablet,Delhi,Small Business Owners,2292,25,100.0,18,6,0,0.0,66.6,0.010907504363001745,4.0,0.0,,0.0,0.72,0.3333333333333333,0.0
2026-01-12,SME Acquisition Campaign,Google Search,no annual fee credit card,Mobile,Mumbai,Students,1567,49,1236.92,33,12,0,0.0,44.1,0.031269942565411615,25.24326530612245,0.0,,0.0,0.673469387755102,0.36363636363636365,0.0
2026-02-15,Premium Card Campaign,Meta,fuel cashback card,Tablet,Delhi,Students,1810,72,766.48,41,16,2,13804.6,31.6,0.039779005524861875,10.645555555555555,0.027777777777777776,383.24,18.010385137250807,0.5694444444444444,0.3902439024390244,0.125
2026-01-02,Cashback Search Campaign,YouTube,premium credit card,Mobile,Bangalore,Students,5727,291,4416.94,235,91,8,16000.0,41.1,0.05081194342587742,15.17848797250859,0.027491408934707903,552.1175,3.6224173296445055,0.8075601374570447,0.3872340425531915,0.08791208791208792
2026-02-04,Cashback Search Campaign,Google Search,cashback credit card,Mobile,Hyderabad,Premium Customers,2043,110,2566.32,60,12,1,17782.65,80.0,0.05384238864415076,23.33018181818182,0.00909090909090909,2566.32,6.929241092303376,0.5454545454545454,0.2,0.08333333333333333
2026-03-28,SME Acquisition Campaign,Google Search,low annual fee card,Mobile,Hyderabad,Small Business Owners,805,50,1026.03,44,22,3,49886.63,94.5,0.062111801242236024,20.520599999999998,0.06,342.01,48.621024726372525,0.88,0.5,0.13636363636363635
2026-03-22,Premium Card Campaign,Google Search,airport lounge credit card,Desktop,Mumbai,Students,1035,62,1676.84,47,25,3,21901.84,29.6,0.05990338164251208,27.0458064516129,0.04838709677419355,558.9466666666666,13.06137735263949,0.7580645161290323,0.5319148936170213,0.12
2026-03-31,Travel Rewards Campaign,Meta,best credit card,Mobile,Bangalore,Frequent Travelers,3598,97,817.68,59,11,1,15339.92,84.8,0.026959421901056144,8.429690721649484,0.010309278350515464,817.68,18.760297426866256,0.6082474226804123,0.1864406779661017,0.09090909090909091
2026-01-08,Travel Rewards Campaign,Display,credit card for business,Mobile,Bangalore,Students,710,17,491.16,14,5,0,0.0,47.9,0.023943661971830985,28.891764705882355,0.0,,0.0,0.8235294117647058,0.35714285714285715,0.0
2026-01-26,Travel Rewards Campaign,Google Search,airport lounge credit card,Desktop,Gurgaon,Young Professionals,1328,65,1652.18,42,21,2,18078.94,59.7,0.04894578313253012,25.418153846153846,0.03076923076923077,826.09,10.942476001404204,0.6461538461538462,0.5,0.09523809523809523
2026-03-15,Credit Card Acquisition,Google Search,fuel cashback card,Mobile,Kolkata,Frequent Travelers,2691,54,1466.14,35,14,1,13897.48,70.4,0.020066889632107024,27.150740740740744,0.018518518518518517,1466.14,9.47895835322684,0.6481481481481481,0.4,0.07142857142857142
2026-03-31,SME Acquisition Campaign,Display,airport lounge credit card,Mobile,Delhi,Students,1997,61,480.96,35,14,0,0.0,46.7,0.030545818728092138,7.884590163934426,0.0,,0.0,0.5737704918032787,0.4,0.0
2026-02-03,Travel Rewards Campaign,YouTube,credit card for business,Mobile,Mumbai,Premium Customers,2008,26,706.0,16,3,0,0.0,90.3,0.012948207171314742,27.153846153846153,0.0,,0.0,0.6153846153846154,0.1875,0.0
2026-01-07,Cashback Search Campaign,Bing Search,travel rewards card,Desktop,Hyderabad,Students,4118,271,6815.6,178,71,7,43792.09,48.9,0.065808644973288,25.149815498154982,0.025830258302583026,973.657142857143,6.425272903339397,0.6568265682656826,0.398876404494382,0.09859154929577464
2026-03-09,Premium Card Campaign,Google Search,business credit card,Mobile,Chennai,Small Business Owners,461,25,729.02,19,6,0,0.0,79.3,0.05422993492407809,29.1608,0.0,,0.0,0.76,0.3157894736842105,0.0
2026-02-27,Business Card Paid Search,Google Search,travel rewards card,Mobile,Pune,Small Business Owners,2746,87,3064.02,70,28,3,52273.66,70.5,0.03168244719592134,35.218620689655175,0.034482758620689655,1021.34,17.060482633925368,0.8045977011494253,0.4,0.10714285714285714
2026-03-16,Business Card Paid Search,Display,cashback credit card,Mobile,Gurgaon,Students,5066,101,1416.73,62,15,0,0.0,53.8,0.019936833793920253,14.027029702970298,0.0,,0.0,0.6138613861386139,0.24193548387096775,0.0
2026-01-29,Travel Rewards Campaign,Affiliate,cashback credit card,Mobile,Kolkata,Premium Customers,1685,70,493.03,51,12,0,0.0,88.0,0.04154302670623145,7.043285714285714,0.0,,0.0,0.7285714285714285,0.23529411764705882,0.0
2026-02-05,Business Card Paid Search,Google Search,low annual fee card,Desktop,Bangalore,Premium Customers,1610,67,1778.29,38,12,1,18868.31,81.9,0.04161490683229813,26.541641791044775,0.014925373134328358,1778.29,10.61036726293237,0.5671641791044776,0.3157894736842105,0.08333333333333333
2026-03-30,Business Card Paid Search,YouTube,credit card for business,Mobile,Delhi,Premium Customers,2476,59,1260.23,43,13,2,43962.92,78.0,0.02382875605815832,21.359830508474577,0.03389830508474576,630.115,34.88483848186442,0.7288135593220338,0.3023255813953488,0.15384615384615385
2026-01-21,Credit Card Acquisition,Bing Search,cashback credit card,Mobile,Hyderabad,Students,1975,43,874.41,38,12,0,0.0,54.2,0.021772151898734177,20.335116279069766,0.0,,0.0,0.8837209302325582,0.3157894736842105,0.0
2026-02-05,Cashback Search Campaign,Bing Search,no annual fee credit card,Mobile,Chennai,Students,3032,68,1076.57,39,11,0,0.0,58.8,0.022427440633245383,15.83191176470588,0.0,,0.0,0.5735294117647058,0.28205128205128205,0.0
2026-01-10,Cashback Search Campaign,Google Search,low annual fee card,Mobile,Gurgaon,Young Professionals,1819,82,1946.6,52,16,1,10438.38,67.8,0.04507971412864211,23.7390243902439,0.012195121951219513,1946.6,5.362365149491421,0.6341463414634146,0.3076923076923077,0.0625
2026-03-14,Credit Card Acquisition,Meta,fuel cashback card,Mobile,Bangalore,Small Business Owners,2175,38,431.16,29,8,1,18635.89,88.4,0.01747126436781609,11.346315789473685,0.02631578947368421,431.16,43.22267835606271,0.7631578947368421,0.27586206896551724,0.125
2026-01-24,Credit Card Acquisition,Bing Search,low annual fee card,Mobile,Hyderabad,Frequent Travelers,744,27,610.88,21,7,0,0.0,89.7,0.036290322580645164,22.625185185185185,0.0,,0.0,0.7777777777777778,0.3333333333333333,0.0
2026-03-05,Business Card Paid Search,YouTube,travel rewards card,Mobile,Hyderabad,Frequent Travelers,2135,63,860.53,40,9,1,15219.8,74.4,0.029508196721311476,13.659206349206348,0.015873015873015872,860.53,17.68654201480483,0.6349206349206349,0.225,0.1111111111111111
